EIN,name
383551547,BLACKS IN GOVERNMENT
383551693,FIRST FELLOWSHIP BAPTIST CHURCH
383552787,CONVIDA - POPULAR ARTS OF THE AMERICAS
383553373,RESTORATION OF LIFE MINISTRIES
383553395,A & J THERAPEUTIC SERVICES INC
383554649,MINOR LEAGUE SPORTS ACADEMY
383554845,ZONTA INTERNATIONAL
383555142,WAYNE STATE UNIVERSITY
383556529,OUTREACH CATHEDRAL OF FAITH MINISTRIES
383558377,GRACE HOUSE
383558760,FOCAL POINT 2000
383559627,CHURCH OF GOD IN CHRIST
383560538,SPEYER FOUNDATION
383560590,TORGOW FAMILY FOUNDATION
383560809,FAMILY TREE
383561997,TRUE FAITH IN GOD TEMPLE APOSTOLIC CHURCH
383562087,BY FAITH MINISTRY
383562090,JARESETH INSPIRATIONAL MILLENNIUM
383562670,FAITH TEMPLE CHURCH OF HOLINESS
383562965,FOUNDATION FOR OPTHALMALIC RESEARCH AND EDUCATION
383563372,ANDREW MERRITT MINISTRIES INC
383564676,JACKETS FOR JOBS INC
383564752,NEW WAY OF LIFE TABERNACLE
383567490,GFBC HOUSING & DEVELOPMENT INC
383568149,CHALFONTE FOUNDATION
383569866,ACCLAIM COMMUNITY OUTREACH SERVICES INC
383570727,CITY CONNECT DETROIT
383571772,INTERNATIONAL PROTEOLYSIS SOCIETY
383573269,RESTORATION FELLOWSHIP TABERNACLE
383573286,FAITH FAMILY AND DETERMINATION
383574938,FAITH CHRISTIAN MINISTRY BAPTIST CHURCH
383576597,TABERNACLE CHILD DEVELOPMENT CENTER
383578634,SPIRITUAL CHURCH OF NEW HEAVEN AND NEW EARTH
383579248,NEW GENERATION OF GODS TRUTH
383579513,RESTORATION HOUSE COMMUNITY CENTER
383580104,SAMARITAN INCORPORATED
383580432,MIDNIGHT GOLF PROGRAM
383581720,HERITAGE WORKS
383582024,THE@DETROIT FREE PRESS RETIREE HEALTH FUND FOR RETIREES OF THE
383583085,DETROIT NEWS RETIREE HEALTH FUND FBO RETIREES OF NEWSPAPER GUILD
383584122,AGAPE CONNECTIONS
383584276,DETROIT METRO SPORTS COMMISSION INC
383585210,JOY COMMUNITY ASSOCIATION
383585521,UNITED APOSTOLIC CHURCH OF JESUS CHRIST
383587739,OPEN DOOR C O G I C
383588943,TRANSPORTATION RIDERS UNITED INC
383589820,YORUBA AMERICAN COMMUNITY
383591544,CANINE COMPANIONS LTD
383592241,TOASTMASTERS INTERNATIONAL
383593223,CHRIST JESUS PERSONAL IMAGE MINISTRIES
383594312,PERE GABRIEL RICHARD ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION
383595433,TARGET GROUP
383596101,CAMPBELL ACADEMIC SERVICES
383596843,AURELIO RODRIGUEZ SCHOLARSHIP FUND
383598193,MASJID BAITUL MUKARRAM
383599900,ISAIAH NEW TESTMENT WAY MISSIONAY BAPTIST CHURCH
383600692,AMICUS II INC
383600928,APC CULTURAL GROUP
383602992,GYE NYAME HURU CHRISTIAN JAMAA
383603463,UAW LEGAL SERVICES PL POST RETIREMENT HEALTH CARE PL
383605427,SECOND TIMOTHY MISSIONARY BABIST CHURCH
383606504,WILLIAMS & ROSS HILL FOUNDATION
383607458,WOMENS PRESERVING THE HISTORY OF IDLEWILD
383609303,DETROIT EXCHANGE
383609589,MOTOR CITY TRACK CLUB INC
383610029,PROJECT FREEDOM
383611840,PACIFIST CHRISTIAN MINISTRIES
383612207,PROJECT U TURN INCORPORATED
383612568,PROJECT COMPASSION MINISTRIES INC
383613165,HOLY HOPE HERTIAGE CHURCH-BAPTIST
383613686,EXCELLENT WAY MINISTRIES
383614824,GREATER WORKS TEMPLE OF THE APOSTOLIC FAITH
383615211,CONSUMER LINK NETWORK INC
383615322,BEHAVIOR HEALTH PROFESSIONALS PARTNERSHIP
383615328,ALL NATIONS CHURCH
383616442,BETHESDA TEMPLE
383617147,TREASURE IN EARTHEN VESSELS MINISTR IES
383617562,ZONTA CLUB OF METRO DETROIT FOUNDATION
383617791,EMMANUEL FAITH OUTREACH MINISTRY
383618818,CRAIN FAMILY FOUNDATION
383619214,FOUNTAIN OF LIFE OUTREACH MINISTRIES
383619584,CHARLOTTE MASON ASSOCIATION OF DETROIT
383620825,VISION FROM EDUCATION TO SUCCESS
383621207,SPLENDOR PRODUCTIONS INC
383621452,BURNING BUSH COMMUNITY ENRICHMENT SERVICES
383622930,JOY-SOUTHFIELD COMMUNITY DEVELOPMENT CORPORATION
383624757,BROWNELL MIDDLE SCHOOL PARENT- TEACHER ORGANIZATION GROSSE POINTE
383624961,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
383625121,URBAN SOLUTIONS TRAINING AND DEVELOPMENT CORPORATION
383625798,WIECZOREK FAMILY FOUNDATION
383626538,LEAVE THE LIGHT ON FOUNDATION
383626850,UNITED FOR EQUALITY AND AFFIRMATIVE ACTION LEGAL DEFENSE FUND
383627023,ZONTA CLUB OF DETROIT I-DIANE FOUNDATION
383627109,GODS HOUSE OF PRAYER
383627130,FLOWERY MT COMMUNITY & DEVELOPMENT TRAINING SERVICE CENTER
383627426,TRUE LOVE EVANGELISTIC MINISTRIES
383627486,MOUNT MORIAH COMMUNITY DEVELOPMENT CORPORATION
383627827,HOUSE OF FREEDOM CHURCH OF GOD IN CHRIST OF ECORSE
383628160,JOHN D PIERCE MIDDLE SCHOOL PARENT TEACHER ORGANIZATION
383629088,HIGHER GROUND PROGRAM
383630048,ANCHOR OF LOVE MINISTRIES INTERNATIONAL
383630554,MT ZION CHURCH OF DELIVERANCE MINISTRIES
383630625,PEOPLE REINVESTING IN DETROITS ENTERPRISES
383630745,ASSOCIATION OF MUNICIPAL INSPECTORS
383631068,BROOKINS CONSTRUCTION TRADE SCHOOL
383632312,LELAND COMMUNITY AFFAIRS INC
383632563,NEW LOVE TEMPLE INC
383633702,CADILLAC AREA COMMUNITY COUNCIL
383635891,TRAIN UP A CHILD
383636416,DETROIT HOUSE OF JUDAH
383636930,FIRM FOUNDATION MINISTRIES INC
383637273,PENUEL CENTER FOR COMMUNITY DEVELOP MENT AND SOCIAL CHANGE
383638287,PAST PRESENT INC
383639308,SHOW ME THE LIGHT MINISTRIES
383639455,RIVERBEND COMMUNITY ASSOCIATION
383640111,GIFT OF A HELPING HAND CHARITABLE TR
383653299,CARELINK NETWORK INC
383665174,FICANO INAUGURAL COMMITTEE
383672949,LITTLE SCHOLARS OF DETROIT
383685939,UNIVERSITY OF PENNSYLVANIA AND WHARTON ALUMNI CLUBS OF MICHIGAN
383687119,INDO AMERICAN CHAMBER OF COMMERCE
383688434,TENDER EMBRACE
383690787,GUARDIANSHIP SERVICE
383692452,GREAT LAKES COMMUNITY DEVELOPMENT INC
383699633,SAB 2ND CHANCE MINISTRIES
383704291,WISE WOMEN INTERNATIONAL MINISTRIES
383705483,GARDEN OF FAITH MINISTRIES
383718000,COMMUNITY-LINK YOUTH OUTREACH MINISTRIES
383728448,GOING FORTH MINISTRIES INTL
383728876,SARAS HOUSE
383731904,REVEALED WORD EVANGELISTIC MINISTRIES
383737170,HOUSE OF PRAYER OUTREACH CENTER
383737895,ANOINTED FAITH APOSTOLIC CHURCH OF GOD
383745401,HEALING SPRINGS CHURCH OF GOD IN CHRIST
383746113,PFRS 3202 BEHREND DRIVE CORP
383753230,NANAS HOUSE MINISTRIES
383758015,INSTITUTE FOR URBAN INITIATIVES
383765194,WESTSIDE BIBLE CHRISTIAN CHURCH
383788369,COMMUNITY ACTION 4 SUPPORTIVE HOUSING INC
383791220,ANGEL CARE HOMES INC
383795995,HOPE II WITH LOVE COMMUNITY DEVELOPMENT CORPORATION
383814975,YOUTH EMPOWERMENT & PREVENTION SERVICES
383833265,RESTORE CHURCH
383842537,SAMARITAN HEARTS INC
383848161,THE EMBASSY CHURCH
383871146,MICHIGAN GLASS PROJECT
383880502,GLOBAL DETROIT
383881301,TEN COMMANDMENTS OF REAL ESTATE LAW SOCIETY
383892927,METRO DETROIT WE CARE
383893702,GREATER EBENEZER MINISTRIES
383904003,GGT GLOBAL ECONOMIC DEVELOPMENT FOUNDATION
383916608,WALLSTREET WIZARDS
383918314,BG TUTORING SERVICES INC
383923111,HEALING CROSS FOUNDATION
383942547,PARTNERSHIPUS
383945877,LIVING WORD COMMUNITY CHURCH
384057181,GOODWILL MISSIONARY BAPTIST CHURCH
386004505,CHURCH OF THE INCARNATION DETROIT
386005036,DIVINITY EVANGELICAL AMERICAN LUTHERAN CHURCH
386005925,MESSIAH CHURCH
386006047,MT ZION BAPTIST CHURCH
386006111,NEW MOUNT ZION MISSIONARY BAPTIST CHURCH
386006355,SACRED HEART CATHOLIC CHURCH
386007666,NEW CALVARY BAPTIST CHURCH
386008006,BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN
386008277,ALPHA & OMEGA SPIRITUAL CHURCH OF CHRIST
386008316,RUSSELL STREET BAPTIST CHURCH
386027937,FIRST UNITED COMMUNITY CHURCH OF DETROIT MICH
386028429,WAYNE STATE UNIVERSITY
386032037,NORTHWESTERN CHRISTIAN CHURCH
386038003,NEW LIGHT BAPTIST CHURCH
386039648,ZONTA INTERNATIONAL
386040357,CITY OF PLYMOUTH RIVERSIDE CEMETERY ASSOC TRUST
386041479,LOUISE G HILL IRRV SCHOLARSHIP TR 23838
386041517,HERRICK FOUNDATION
386041578,ELMER M JONES TRUST
386042485,THOMAS S JEROME LECTURESHIP FUND
386042523,HANNAH AND ROBERT N ATKINSON MEMORIAL FUND
386042699,WM H MURPHY TRUST UW FBO
386042745,DEWITT C HOLBROOK MEMORIAL FUND
386043075,JACK MINER MIGRATORY BIRD FOUNDATION INC
386043103,HENRIETTA M RILEY TRUST 33B006006 FBO
386043288,HARRY A FEE TR UA FBO BOARD OF TTEES OF MICHIGAN STATE UNIV
386043299,JEREMIAH TUMEY & GRANDLODGE
386043484,HARRY A FEE TRUST UA 2
386043587,HARRY A SISSON CHARITABLE TR
386043605,MASCO CORPORATION CHARITABLE TRUST
386043678,LEWIS E WILLIAMS TRUST 0203307156875
386043730,EDWARD E MACCRONE TR BBB NECT
386043816,JESSIE T FEE HIDDEN LAKE TR
386043971,LESLIE H EDITH C AND ROBERT N GREEN MEMORIAL ENDOWMENT FUND
386044371,HORACE RUGGLES TR NECT UA
386051838,WARREN AVENUE COMMUNITY ORGANIZATION-WACO
386052131,HUDSON-WEBBER FOUNDATION
386053124,W K KELLOGG BIRD SANCTUARY NECT
386054453,ROBERT H TANNAHILL FOUNDATION
386054714,FORD UAW SUPPLEMENTAL UNEMPLOYMENT BENEFIT PLAN 2227
386055004,TRUSTEES OF THE PRESBYTERY OF DETROIT
386056872,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION
386057205,DETROIT CENTRAL METHODIST CHURCH FOUNDATION INCORPORATED
386057206,FIRST METHODIST SOCIETY OF THE CITY OF DETROIT
386060592,AMERICAN LEGION
386061007,ALEX BARBA TR UW
386061083,SEIU MICHIGAN HEALTH AND WELFARE FUND
386061491,OLD NEWSBOYS GOODFELLOW FUND OF DETROIT
386061610,HAMMOND FOUNDATION
386061778,HANS F HANSEN T U W
386063848,PONTIFICAL INSTITUTE FOR FOREIGN MISSIONS-P I M E INC
386064502,CORWILL AND MARGIE JACKSON FOUNDATION
386065083,GRANDMONT NO 1 IMPROVEMENT ASSOCIATION
386065489,DIVINE TEMPLE OF MENTAL SCIENCE
386065726,DETROIT ANNUAL CONFERENCE OF THE UNITED METHODIST CHURCH
386066331,ELEANOR & EDSEL FORD FUND
386066332,HENRY FORD II FUND
386066333,BENSON & EDITH FORD FUND
386066335,WILLIAM & MARTHA FORD FUND
386066666,DETROIT ASSOCIATION OF UNIVERSITY OF MICHIGAN WOMEN
386067571,BISHOPS FUND FOR DIOCESAN NEEDS
386067578,ALUMNI ASSOCIATION OF THE WAYNE STATE UNIVERSITY COLLEGE OF MEDICI
386068320,ANCIENT MYSTICAL ORDER OF ROSAE CRUCIS
386069143,JAMES M & LOUISE C ROCHE FOUNDATION
386069220,CHRIST BAPTIST CHURCH
386072456,FRIENDS OF ASSUMPTION FOUNDATION INCORPORATED
386074226,ALUMNAE ASSOCIATION OF THE HENRY FORD HOSPITAL SCHOOL OF NURSING
386077775,UNITED AUTO WORKERS SUPPLEMENTAL UNEMPLOYMENT BENEFIT TRUST
386078727,RACKHAM ENGINEERING FOUNDATION
386079785,ROSEDALE PARK IMPROVEMENT ASSN
386081311,OLIVER DEWEY MARCKS FOUNDATION
386083853,AMERICAN INSTITUTE OF ARCHITECTS
386084262,FORD PATTERN MAKERS LEAGUE SUPPL UNEMPLOYMENT BENEFIT PLAN
386084649,WEST SIDE UNITY CHURCH
386087665,MATILDA R WILSON FUND
386087804,ELECTRICAL WORKERS PROPERTY CO
386088373,EDISON GLEE CLUB
386088877,HOLY TRINITY RUSSIAN ORTHODOX CHURCH
386088951,AMERICAN LEGION POST 0388 JEEP GABRYS
386088982,SERVICE EMPLOYEES INTERNATIONAL UNION
386089031,IRON MUSTANG MOTORCYCLE CLUB INC
386089207,ALPHA GAMMA DELTA FRATERNITY
386089219,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
386089391,DETROIT PUBLIC LIBRARY STAFF ASSOCIATION
386089392,INTERNATIONAL ASSOCIATION OF ADMINISTRATIVE PROFESSIONALS
386089577,PLYMOUTH BUILDING ASSOCIATION
386090311,MERKAZ -CENTER OF JEWISH RELIGIOUS OBSERVANCES-
386090338,MICHIGAN ASSOCIATION OF BLOOD BANKS
386090488,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
386090676,NATIONAL TREASURY EMPLOYEES UNION
386090754,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN
386091733,MICHIGAN OCCUPATIONAL AND ENVIRONMENTAL MEDICINE ASSOCIATION
386092104,GRACE GUILD OF SINAI-GRACE HOSPITAL
386092485,GREATER DETROIT CHAPTER SOCIETY OF CHARTERED PROPERTY & CASUALTY UNDE
386092504,METROPOLITAN DETROIT SCIENCE TEACHERS ASSOCIATION
386092534,TAU BETA PI ASSOCIATION INC
386093176,ADCRAFT FOUNDATION
386093218,SIGMA THETA TAU INC
386093514,NATIONAL TREASURY EMPLOYEES UNION
386093768,CENTER OF SPIRITUAL HOPE
386094472,LIBRARY STAFF MEMORIAL AND FELLOWSHIP ASSOCIATION DETROIT PUB
386094503,METROPOLITAN COMMUNITY TABERNACLE
386094565,CHURCH OF CHRIST OF DETROIT
386094760,INDEPENDENT GOSPEL CHURCH
386094978,KAPPA PSI PHARMACEUTICAL FRATERNITY
386095376,ASSOCIATION OF NOTRE DAME CLUBS INC
386095408,SPIRITUAL ASSEMBLY OF THE BAHAIS OF DETROIT
386095466,RAPHAEL TABERNACLE CHURCH OF CHRIST
386095585,FIRST CENTURY EVANGEL INC
386095947,GAMMA PHI DELTA SORORITY
386096840,NORTH CONGREGATIONAL CHURCH OF SOUTHFIELD MI PERP ENDOWMENT FUND
386098323,JACK & JILL OF AMERICA INC
386099694,ARK OF DELIVERANCE
386099931,UNIVERSITY DISTRICT COMMUNITY ASSOCIATION INCORPORATED
386100680,FUND FOR EQUAL JUSTICE INC
386103120,SERVICE EMPLOYEES CENTER
386103137,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
386104147,MICHIGAN STATE MEDICAL SOCIETY AUX
386106297,MEN WHO DARE INC
386107387,NESS MEMORIAL MISSION
386107941,CATHOLIC ALUMNI CLUB OF DETROIT
386107964,UNIVERSAL LIGHT OF ETERNAL LIFE SCIENTIST
386107966,TRUE VINE TEMPLE OF CHRIST
386107969,STARLIGHT TEMPLE OF TRUTH
386107991,FOLLOWERS OF CHRIST CHURCH
386107997,FAITH AND PRAYER UNITY CHURCH
386107999,EVERYBODYS UNIVERSAL TABERNACLE CHURCH OF HOLINESS
386108013,BETHANY TABERNACLE
386108726,WINGS INCORPORATED
386109098,BEREAN CHAPEL OF DETROIT
386111606,WEST SEVEN YOUTH CLUB
386111612,UNION BUILDING CORPORATION
386111675,MOTHER WADDLES PERPETUAL MISSION
386111726,WOMENS ECONOMIC CLUB
386112533,BIG BROTHERS BIG SISTERS OF METROPOLITAN DETROIT
386116069,DETROITS AFRO AMERICAN MISSION INC
386116089,BROTHERHOOD OF MAINTENANCE OF WAY EMPLOYEES
386117976,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL
386117982,ORDER OF EASTERN STAR GREATER QUEEN ESTHER GRAND CHAPTER
386118055,CHI EPSILON 48
386118664,PI MU EPSILON INC
386118723,AMERICAN PHARMACISTS ASSOCIATION ACADEMY OF STUDENT PHARMACISTS
386120944,SIGMA PHI ALPHA DENTAL HYGIENE HONOR SOCIETY
386122284,TRUE HOUSE OF GOD OF THE STATE OF MICHIGAN
386123521,INTERNATIONAL BROTHERHOOD OF TEAMSTERS
386143126,DISABLED AMERICAN VETERANS
386143338,NORTHWEST PEOPLES CHURCH
386143359,PHI KAPPA THETA FRATERNITY
386143419,SOCIETY OF AMERICAN MILITARY ENGINEERS
386143834,ALPHA OMEGA ALPHA HONOR MEDICAL SOCIETY
386143866,MARINE CORPS LEAGUE
386145296,MABEL H HARRIS FBO CHARITY
386146493,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
386146498,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
386146578,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
386147433,ST MARKS HOLY SCIENCE TEMPLE OF TRUTH
386149511,GORDY FOUNDATION INCORPORATED
386150149,DETROIT ROTARY FOUNDATION
386154837,DELTA SIGMA THETA SORORITY
386154839,DELTA SIGMA THETA SORORITY
386157960,OPTIMIST INTERNATIONAL
386158170,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES
386158171,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES
386159215,NEW DETROIT INC
386159970,GENERAL EMPLOYEES MERIT AWARD OF THE DETROIT PUBLIC LIBRARY
386162140,WILLIAM & SARAH SPECK TRUST
386172285,ELLA DOLE MCKAY MEMORIAL FUND FBO AUGUSTA-ROSS TOWNSHIP
386172879,FLOYD L & MARY DETRICH HAIGHT CHAR TR
386175368,GREATER DELIVERANCE TEMPLE OF APOSTOLIC FAITH CHURCH
386177491,FULL GOSPEL TABERNACLE CHURCH OF GOD IN CHRIST INC
386212413,PETER RABBIT DAY CARE CENTER
386240237,LOTUS PRESS INC
386261402,MEDA GRAHAM EDUCATIONAL FUND INC 011000357249
386302950,VERNE O KLING AND DOROTHY M KLING SCHOLARSHIP FUND
386314373,BLISSFIELD AMERICAN LEGION TRUST
386314379,BLISSFIELD FIRST PRESBYTERIAN CHURCH TR 033090678297
386323073,HENRY M SELDON CHARITABLE TR 22-0170-00-5
386339354,LINWOOD CHURCH OF CHRIST
386359181,JOHN W J ACKERMANS TRUST
386377743,RUSSELL MCLAUCHLIN FOUNDATION
386407019,PETER SCHOTANUS MARITAL TRUST UA 35398
386436167,ANN G KNOOIHUIZEN IRREVOCABLE TRUST 2OHOO2006
386452301,UAW LEGAL SERVICES PLAN TRUST FOR UAW-REPRESENTED HOURLY EMPLOYEES
386454423,CHARLES H GERSHENSON TR UA 081077
386461176,ELIZABETH A HERDEGEN TRUST UA
386475645,ALEXANDER PETRELLIS PERRY TRUST
386476953,TRINITY ENDOWMENT TRUST 80479 MNBD TTEE
386523330,LORRAINE D MATSON T U A
386535128,MARY D MORMAN TRUST
386543346,BNI MEDICAL SURVEILLANCE PLAN & TRUST
386550717,ROYAL M BATES TRUST
386553031,HENRY FORD HEALTH SYSTEM SELF FUNDING PLAN
386574592,MARYLAND OGDEN TR SUB ACT 26-J187-00-0
386592813,THE FREDERICK BORNMAN TRUST FOR CONSERVATIVE CAUSES
386592814,BORNMAN EDUCATIONAL TRUST
386646183,HUHLEIN MEMORIAL TRUST 02 03 300 0044608
386646184,FRISCHKORN MEMORIAL FUND FOR SEVEN PONDS NATURE CENTER
386646185,L H FOLEY AND M H FRISCHKORN WILDLIFE AND CONSERVATION FUND II
386646186,L H FOLEY AND M H FRISCHKORN WILDLIFE AND CONSERVATION FUND I
386646187,FRISCHKORN MEMORIAL FUND NUMBER II
386646188,FRISCHKORN MEMORIAL FUND NUMBER III
386658355,JOHN FRANKLIN STONE CHARITABLE TR
386662250,ALVIN J PERRY RESIDUARY EDUCATIONAL AND CHARITABLE TRUST
386664680,BRAUDE FOUNDATION 1034412
386677649,R V SMALL TR UW FBO ANIMAL WELFARE 1051770
386719148,MARY MAYBURY BERKERY MEMORIAL FUND
386752915,JOAN I AND JOHN R MOORE III FOUNDATION
386761927,CARLS ENDOWMENT TRUST
386776837,THE LARSON LAND FOUNDATION
386781068,GENERATION IV CHARITABLE TRUST
386811381,CAPE FEAR MEMORIAL HOSPITAL TR
386822356,V MAYER TR FBO BETHLEHEM LUTHERAN CHURCH
386828865,KNABE CHARITABLE TR
386833452,K WENTWORTH TR FBO BELMONT
386842423,JOHN ELISE AND ELLEN GOEPPER SCHOLARSHIP FUND
386847320,WORTH M & MADELINE C KEY SCHOLARSHIP TRUST
387708640,CHRIST LOVE TABERNACLE MISSIONARY BAPTIST CHURCH INC
389626725,CHRIST RESSURECTION MISSIONARY BAPTIST CHURCH
392055123,ANGLICAN GIRLS GRAMMER SCHOOL AWKUNANAW ALUMNI ASSOCIATION USA
411989478,GEGAX FAMILY FOUNDATION
412061387,WAYNE STATE UNIV RESEARCH & TECHNO- LOGY PARK IN THE CITY OF DETROIT
412117652,OPEN DOOR OUTCAST MINISTRIES INTERNATIONAL
412140839,SULLIVANS CHILD CARE HOME AND OUTREACH MINISTY
412144635,HOLY HANDS OUTREACH MINISTRIES INTERNATIONAL
412145557,555 NON PROFIT STUDIO GALLERY
412156869,OVERCOMERS INC
412184248,JAZZYKAT KIDS INC
412184583,F ROSS BIRKHILL AND LAURA JEAN BIRKHILL FAMILY FOUNDATION
412199322,RIGHT TRACK OUTREACH
412213799,S I S T E R S A NON PROFIT ORGANIZATION
412236779,ARISE DETROIT
412260347,UAW-LEAR RETIREE HEALTH CARE PLAN
416013255,CATHEDRAL OF OUR MERCIFUL SAVIOUR
416562755,FREDERICK W & LILLIAN C SCHWARTZ CHARITABLE TR CUA 02241999
421075643,MID-AMERICA COLLEGE ART ASSOCIATION
421529221,SEARCH & RESCUE WORLD OUTLOOK SERVICES
421598773,DETROIT ASSOCIATION OF EDUCATIONAL OFFICE EMPLOYEES BUILDING CORPORAT
421599423,D W S D EMPLOYEE RECREATION FUND COMMITTEE
421621510,TOUGALOO COLLEGE ALUMNI ASSOCIATION DETROIT CHAPTER
421646540,MICHAEL PYE SCHOLARSHIP FOUNDATION
421648432,ENTERTAINMENT DISTRICT ASSOCIATION
421660423,TOTAL FAMILY SERVICES
421733912,WORD OF GOD CHURCH MINISTRIES
421746079,COLLEGE READINESS PLAN
421747270,CKM COMMUNITY DEVELOPMENT CORPORATION
421761554,UNIFY DETROIT COALITION
421762192,THE MATCHING OPPORTUNITIES AND RESOURCES TO ENTREPRENEURS PROG
431850447,MAGNETIC RESONANCE IMAGING INSTITUTE FOR BIOMEDICAL RESEARCH
431950379,LIVING ARTS
432012178,OZI SERVICES INC
432017402,TIMOTHY A WILLIAMS MINISTRIES
432028590,NEW CREATION MINISTRY
432030192,A PEACEFUL RETREAT INCORPORATED
432030809,A BONE MARROW WISH
432042543,CHURCH OF OUR FAITH MBC
432060461,FORTUNATE FELINE ADOPTION LEAGUE
432078767,DETROIT RECOVERY PROJECT
432088129,OKPE UNION OF NORTH AMERICA
432102733,PSALM 150 SYMPHONY
432102776,ISLAMIC COMMUNITY OF AS-SALAAM IN MICHIGAN
432114208,UPGRADE FOUNDATION INC
436874093,DREW AND MIKE CHARITABLE PRIVATE FDN TR UAD 122101
450496151,ART ON THE MOVE
450510041,CENTRAL UNITED METHODIST CHURCH OF DETROIT COMMUNITY DEVELOPMENT CORP
450518402,RESTORATION MINISTRIES CHURCH OF GOD IN CHRIST
450556919,THE SOCIETY TO PROMOTE ART AND RECREATION IN THE COMMUNITY INC
450561092,METRO MULTI CULTURAL FINE ARTS INCORPORATED
450585008,CHRISTIAN REACHING AND RESTORING YOUTH INC
450588993,RE3 INC
450600624,FOSTERS SOLUTIONS
450678408,BIBLE WAY MINISTRY
451106521,HIDDEN TREASURES RESOURCE AND DEVELOPMENT CENTER
451480588,WELLNESS ADVOCATES OF DETROIT
451531857,GLAD TIDINGS OF GOOD THINGS
451534355,YOUNG MEN N MOTION
451578685,DETROIT HARMONIE
451607810,UPRISE
451792453,NARROW WAY
452076358,COMMUNITY CARE ORGANIZATION
452098439,ASSOCIATION OF INTERVENTIONAL PULMONARY PROGRAM DIRECTORS
452375294,MOROSS GREENWAY CHARITABLE FOUNDATION INC
452394278,DETROIT UNITY FUND
452439705,313 PROJECT
452450389,HATCH DETROIT
452452362,VETERAN EMPOWERMENT NEIGHBORHOODS
452479217,SAFE ASSURANCE INC
452522575,DETROIT YACHT CLUB FOUNDATION
452556094,SHIAWASSEE COMMUNITY BLOCK CLUB CDC
452562200,DEPSA REAL ESTATE FOUNDATION
452582327,CHURCH OF TRANSFORMATION
452626141,MICHIGAN VEDIC ASSOCIATION
452630736,TWELFTH STREET FOOD PANTRY
452679671,SERAPHIM ANGELS INCORPORATED
452694042,SIGNAL RETURN INC
452717273,MICHIGAN ALLIANCE FOR RETIRED AMERICANS
452735188,LSODANCE FOUNDATION
452761728,I CHOOSE YOU-GIVES
452776358,FACELIFT DETROIT
452785854,EQUALITY FOR A CAUSE INC
452801390,LETTING EXCELLENCE ATTAIN FAME
452816673,BAYVIEW YACHT CLUB FOUNDATION
452882309,GRACE IN ACTION
452920005,DETROIT CRIME COMMISSION
452973904,YOUNG DETROIT THINKERS
453131131,WILLIAMS CHARITY FUND
453164676,LUTHERAN IN-HOME CARE
453203034,WOMAN TO WOMAN TABLE TALK OUTREACH MINISTRY
453245485,HAND OF HOPE LIVE IN PEACE L I P ORGANIZATION
453265365,EMPOWERMENT PLAN
453273674,GATEWAY - DETROIT EAST
453300771,HOTEP CHRISTIAN SERVICES
453305335,HUSH HOUSE BLACK COMMUNITY MUSEUM AND LEADERSHIP TRAINING INSTITUTE
453355254,NATIONAL PATIENTS RIGHTS ASSOCIATION
453359984,CREATIVE RIGHTS
453457453,AFFIRMING LOVE MINISTRIES
453630825,MORSE CHARITABLE FOUNDATION INC
453657999,LIVE TOUR BROADCASTING LLC
453684813,PEACE ZONES FOR LIFE
453702869,DETROIT DIAMOND BACKS
453721052,HOPEWORKS INC
453730658,ANNE FORD FOUNDATION
453733481,DETROIT REFORESTERS
453748797,MOTORCITY GREYHOUND RESCUE
453841050,LIVES IN FORWARD TRANSITION
453845792,GREATER APOSTOLIC TEMPLE
453913045,ART IS FOR EVERYONE
453955088,URBAN INNOVATION
453968102,INTERNATIONAL ASSOCIATION OF LIONS CLUBS
453992944,TRANSITIONS COMMUNITY DEVELOPMENT CORPORATIONS
454063756,RAINBOW OF FAITH HOPE & LOVE MINISTRIES INC
454121657,VETERANS CARE COMMUNITIES FOUNDATION
454137392,ALL IN 1 TUTORING & MENTORING INC
454159355,JACQUELINE E BAYLEY FOUNDATION
454171561,VICTORY WORD CHURCH
454182783,ROYAL NEIGHBORS OF AMERICA
454186729,AGAPE LOVE SERVICES CENTER
454229298,SPIRITIAL CARE OF SOUTHFIELD
454300694,LUPUS DETROIT
454335055,EQUITY FOR EXCELLENCE
454493786,READING WORKS
454535375,TEAMSTERS HELPING HANDS
454561344,GOLDEN RULE SERVICES
454582324,MIDTOWN DETROIT INC
454599089,ENGINE COMPANY 40 FOUNDATION
